ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.080794504276835,219.67426193471448,22210.613083285505,5.875041088125667,333.7757766108135,398.5177031387568,11.502315629592148,112.41221043181724,2.9942592099578635,0
6.783888467541533,193.65358060131555,13677.10644058598,5.171453573375093,323.7286632332804,477.8546872578033,15.056064094821464,66.39629294676803,3.250022229204365,0
6.010617576533585,184.55858174244537,15940.573270538474,8.165222040842318,421.4860891671315,314.5298133899644,20.31461673780456,83.70793779298936,4.867287404331263,1
8.097453770731768,218.9924361418924,18112.28444651079,6.196947393934283,333.7757766108135,376.5698033733333,17.74626352,59.909940872345686,4.279082403805938,1
8.072612403,210.2697797493537,16843.36392740596,8.793458647829397,359.5161693303079,559.1675739231314,17.263576037622727,68.73898910812215,5.082206246764563,0
6.552847474374976,198.8069396513827,34006.42073313584,8.691206175159937,274.90435120291863,477.1639067796365,14.369630090209853,78.17306258634733,4.687986155246704,1
8.923980608,135.93846747362704,27919.77066575312,12.36328482531005,333.7757766108135,415.6294837691602,11.94991382091655,69.31487957880282,4.155583189522957,1
9.624726886,217.37277968545845,25175.75415819416,9.883945511518238,329.17445409836057,394.0548353,20.27757140763049,85.84025770348191,2.615257476344298,1
7.046548537016283,128.48251739864054,30569.81055,4.449122632711616,281.7247144955857,348.26459071234075,15.142005565420334,58.15730431450026,2.869226101819664,1
8.137767883092494,203.8618673386868,24172.70331260775,6.844017626422233,305.83257968719704,470.83626451802894,19.232961414138344,30.708421300394185,5.003825786209145,1
7.082300649174803,169.4689272555765,29846.719056712125,5.443386888459755,350.40184898110226,353.0303803,18.959534377575096,30.389096114304888,3.485577388223123,1
6.084360116189226,155.27142514949526,27310.06085,7.817129174994377,333.7757766108135,436.9889344088214,12.657512470315396,66.39629294676803,4.298110919527294,1
7.080794504276835,167.1044296160452,30362.68394790395,9.990332197218962,362.2616360724188,432.0307099061292,9.971476405234055,94.98410127,3.346057063483423,1
5.716251354,184.2292949772609,19393.46986193756,5.299163637,290.2764546,502.9936866234463,19.64389585568012,68.23637027968861,3.433135384725815,1
5.827541211542772,191.00493039601548,25863.34324460301,4.823831505497687,316.0255129,370.3572882122672,18.36185806407758,48.65810862,3.1791287413400817,1
4.227537385918204,201.44748661230827,13122.329581176047,6.932557933203627,374.8435383456557,402.6607735191696,22.823293103832043,76.46942648405707,4.479628314203464,0
7.080794504276835,253.14965119784927,12037.77039,4.3843577068519615,325.41324793204274,422.38929182341286,13.168299231900846,40.05215064769633,3.3999454918012777,0
4.150214299745359,174.92674117052437,41489.63981,5.569868658,333.7757766108135,425.2500464971023,12.534008729084915,86.68363454098444,3.502370872206418,0
7.233538435483265,231.5608322393944,16621.494788968663,6.073040907,333.7757766108135,475.8216448594685,8.688714873315973,35.83396852956144,3.679015067771328,0
6.352973105397818,244.84671672623384,13858.703935543015,9.179441914873149,333.7757766108135,403.5604822630333,12.520126136193994,59.046993548815095,4.155494640010193,0
7.080794504276835,191.5316301,12885.516912011995,6.979954608076548,328.60022093335806,596.7510259112656,13.447513114523758,50.75606431714502,2.372924722,0
10.316400384553162,217.2668424334475,10676.508475429378,3.445514571005745,397.7549459751925,492.20647361771086,12.812732207582542,72.28192021570328,3.4073494284238364,0
7.080794504276835,200.8398943783465,20743.348404224074,6.905988081161993,264.6435334809822,450.3617196,10.20915260559974,70.49560182837315,3.8089129537722095,0
6.4437536684450585,196.61599162323736,25740.412590741085,2.4843799772443687,435.6727646007556,352.35362276975275,16.92441863858477,33.05188770534353,4.498684931428612,1
6.013160966461117,218.84325608559016,21573.74757111393,9.295852001,321.1683132149535,444.2766349599716,14.744347366499936,62.44323904691303,3.455622540984072,0
6.641500687280974,198.88440946619727,27867.486756939925,7.327729345294117,318.4083972,573.7237623,13.191719634585809,81.55111393074623,4.694311215541648,0
7.080794504276835,172.21468280183308,26653.76496571764,7.271684606484637,335.8944564,510.0297247586445,13.809874030631704,85.38168152404008,4.492387447051166,1
5.089387791182689,147.99527105647252,39659.87689806039,8.424877818363992,333.7757766108135,498.7008895433159,14.943584807552782,84.25426403896128,3.0540452006756715,1
6.467868301691497,236.69464808871123,7656.413248,9.840948554,214.4608337745459,356.3478418738045,14.412733586189232,54.64117553,2.861063942572024,0
4.850104171409935,186.6761758414073,32808.307503166296,7.496262512744353,293.75792693247007,392.7004931377779,10.63076914845368,85.15798297045511,3.8853855181381753,0
5.5419790193089264,185.67187362857936,20143.06526175514,10.236175974570024,209.47105843525284,517.9357855247945,18.46401541280278,49.37131866346893,3.6729759831771327,1
8.858401531200467,254.61751866421665,9624.300462110114,7.954015627092478,348.40819490164074,344.30336252225874,7.935467758332209,78.10854981556727,5.525726338121716,0
5.218989651481935,164.79099156176568,27007.88691,6.592516958774432,333.7757766108135,422.2238018334672,14.070878980982856,73.92031967832119,4.383942553936008,0
7.606066882417412,248.0414532652988,14609.976883468133,6.356555064233982,322.3565718913334,275.31714604250067,11.706095193068222,94.77524378,4.581477460023954,0
9.089421098,208.91472,32238.077782489603,6.895013644713986,321.0804652406088,449.2599756,12.514641255723577,89.21307429428107,4.430116016,1
7.499844231952879,210.9850336732937,23707.46530424464,7.148518353215487,333.7757766108135,484.8433398184718,18.081956598862632,52.96746903029262,4.454476672661552,0
4.731320076,230.93869346540907,15517.39112222867,6.614705131814585,333.7757766108135,384.80673025189407,16.620932987040874,64.03825998166424,5.457892224487644,1
6.613709117641848,141.1289215214313,25648.569496257434,7.222971557,295.23689211539164,374.7703158,14.038263256862194,74.29924980115898,3.539771111373992,0
6.347020017898686,97.28090859780744,19743.14841649457,3.4026815899619844,305.43123624624263,502.9190132295652,15.09409115186628,86.55416824334111,4.526350938820338,1
5.287982807934926,245.02346111649337,27733.71309889203,7.135063441641857,238.8440036875379,464.0748499377378,13.452179490174672,55.64236316952619,3.3110340047208244,0
6.640862809077265,215.0608669433921,16488.04765596487,6.642337169245401,304.7574336004323,507.1288333,11.979156801454735,18.015272358161447,4.708268601649437,1
6.539546127935385,215.44520444495868,28979.76760108172,7.015365326271725,312.3354721194512,426.08347881627714,17.950000556919576,54.98387785049692,4.076403287338456,1
5.849778285365157,229.93668686719604,27435.30656081618,6.574957586178768,277.0330189335624,596.4032156995681,14.908558310857586,67.64448382,3.643815887541561,0
6.692531669059861,200.40435093805635,37033.152091371725,4.7270723230968885,280.8449162117161,376.6727942156429,12.48525698991665,57.81848371,2.9421153671384173,1
7.76414261,186.13243188501767,25926.075642581047,8.011206635842331,333.7757766108135,399.13171794893873,22.84652910661083,35.24367838874416,4.105178268056135,0
8.154531511065274,168.09893538502118,21361.19705285079,6.19884398,333.7757766108135,419.1733119911466,12.302668565189776,59.88736705683962,2.460464866914837,1
6.039823242055416,164.02634033157307,9943.637598533212,7.723304587478269,350.7562609485109,374.7947193794346,16.66844562078319,65.54266159,3.923766074944689,0
7.957113516429416,199.1075048312045,20425.76649043284,8.171994841481562,380.0781732018948,333.1565382,14.53785020291764,62.246357870876736,3.7298733005458473,0
6.710633528014908,203.6429166718787,23748.18399201374,6.726664085659697,342.4414334736414,455.9675579944937,15.87954856980474,63.67695249488975,3.863286908993115,0
8.551077748,216.41593213399565,28909.29028415305,6.936782341455183,295.2237066551887,510.89500072429865,16.20237144,79.85932285927395,4.046379690043383,0
7.360640105838258,165.52079725952862,32452.614409143884,7.550700906704114,326.62435345560164,425.3834194953873,15.586810438033126,78.74001566430479,3.662291782852457,0
7.378597016,175.98244710908247,9460.322635,5.941011848136729,333.7757766108135,402.0199448838444,15.639454764394031,37.389451619343575,3.215219463201259,1
3.637170625355805,238.94374429692908,10102.489720279777,7.532191965992924,337.5344254868793,509.1503233017944,13.818450253490084,49.652834136859504,5.446565702616764,1
3.841205038045167,186.9177655,19988.649261869065,7.174952251824625,333.7757766108135,483.3342093477697,13.422801757550758,74.38170140421502,3.635634542700212,0
7.197795991543301,168.6409754216763,12763.267889422756,6.897594139847025,333.7757766108135,566.2506937095443,12.437570967417455,65.74671735384119,3.8440132867950574,0
6.707685556382788,199.2853742998247,17435.340205976172,6.809945058547433,333.7757766108135,454.7324100176898,14.58729015696406,81.37845107001321,3.8226687145376768,1
5.470802484400142,213.16047846432213,18295.37092139286,6.043395449,333.7757766108135,317.9484586249376,13.789267236562296,49.64245119325531,2.962852429032913,1
7.296037733901175,235.7351929386128,36043.70663776605,5.196212760217538,377.1906657,385.6143206903208,17.052713257315872,89.62355084319452,4.168526117629012,1
6.571099216507485,207.7410250148432,23372.882653692348,6.280195162130877,313.8469724655427,497.90231984559006,12.87480497903141,75.41671019846203,4.555949236427071,0
7.080794504276835,220.5525236026964,28135.07683795839,7.978098114,307.6524514688484,421.4642532,17.53229783616615,86.84809787970056,3.569570266317617,0
9.002583109651113,202.9907652715344,19523.12486468928,7.244753274494474,330.36151226896965,366.49172865989806,15.689404490512343,55.697399521310864,4.904837414733298,0
5.226941884272904,177.31960335088084,28398.554196372443,6.294517392979037,336.2929184546406,328.3874298042128,18.463094761579384,62.07590198942495,2.2595502886491894,0
6.246117565172954,199.0989732929794,27001.335319183105,7.808013457146303,296.9236255206414,478.7459453005034,17.128023270048516,84.79895625388642,4.755158013341267,0
8.31002902,212.69827636661776,40936.15339124551,7.703374743177986,301.2544217151517,365.4312124889024,12.97186896038204,70.48525056030908,4.775784922040909,0
7.080794504276835,178.77771608491037,10490.838986806202,7.533042002,354.05764852081126,367.7586892,14.66895004953642,57.40146511939064,4.126407533121048,0
6.783023739620584,236.2788665335002,8213.772244714322,9.332861242,333.7757766108135,501.0185347496342,11.590706615138856,91.68093129587082,4.778808149718986,0
5.830542048973098,165.4670247187328,30021.25707852206,8.433096578121011,334.39777726148577,494.15450474617086,16.666613474739336,69.58025301155764,5.192116650426924,0
9.319176393077573,199.3335654,14294.240349959267,7.784940449239423,366.0517518808906,338.44144996454025,15.215292663693788,63.39146814555416,4.129230416389857,0
8.185923417313038,240.9791037623137,23641.472028426168,6.611448597083937,318.6890103719636,410.1582218451634,13.10991087,56.91398086899888,3.566945145029043,1
6.03956779,246.69285470996635,39489.00974,3.1949687604769608,333.7757766108135,357.98631255710114,13.239355515057184,78.40453380500972,4.206835504487218,0
7.425102223222055,204.4862816465186,18608.940873849617,7.434492748,318.18329661711186,338.93527092327014,16.24475501404072,94.60531109309896,2.5587727443235098,1
6.057828113719532,230.7176933,44868.45836802399,6.443391565892092,333.7757766108135,397.2367838901215,14.037903158503354,76.70160915731434,3.2922492668733674,0
5.895145558138062,192.04136914735773,14704.906246105586,7.905768670318106,305.8077373909683,429.7662232666164,15.018137686499756,44.88759753687624,5.075214287652746,0
7.080794504276835,205.95225013932736,29743.82259523452,7.518692008798698,333.7757766108135,430.24601010708216,20.72047288,82.39676576905185,3.893925990895262,0
10.560744636218196,181.8933655615536,21783.65103336337,6.991259996238134,340.39037835517297,456.5564021223438,16.48283536696391,34.25204908,3.964686350022129,0
5.280292296,164.05738871795833,13679.05690473032,5.971385389371607,333.7757766108135,635.8884840582251,11.805625077563093,35.433863716753535,3.835305907991308,1
7.080794504276835,171.6950224337254,38971.05101037508,8.365578507652103,385.9537304221227,397.4417128034464,17.20160786765331,73.64699560645042,2.6432124116405253,0
